Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
.,org.pdfsam.ui.dashboard.preference,PreferenceWorkspacePane,PreferenceWorkspacePane,Long Statement,The length of the statement "workspace.getTextField().setPromptText(i18n.i18n("Select a previously saved workspace that will be automatically loaded at startup"));" is 134.
.,org.pdfsam.ui.dashboard.preference,PreferenceWorkspacePane,PreferenceWorkspacePane,Long Statement,The length of the statement "HBox workspaceDirPane=new HBox(workspace`helpIcon(i18n.i18n("Select a previously saved workspace that will be automatically loaded at startup")));" is 146.
.,org.pdfsam.ui.dashboard.preference,PreferenceWorkspacePane,PreferenceWorkspacePane,Long Statement,The length of the statement "getChildren().addAll(new Label(i18n.i18n("Default working directory:"))`workigDirPane`new Label(i18n.i18n("Load default workspace at startup:"))`workspaceDirPane`saveWorkspaceOnExit`savePwdInWorkspace);" is 202.
.,org.pdfsam.ui.dashboard.preference,PreferenceAppearencePaneTest,start,Long Statement,The length of the statement "PreferenceComboBox<KeyStringValueItem<String>> startupModuleCombo=new PreferenceComboBox<>(StringUserPreference.STARTUP_MODULE`userContext);" is 140.
.,org.pdfsam.ui.dashboard.preference,PreferenceBrowsableDirectoryFieldTest,start,Long Statement,The length of the statement "PreferenceBrowsableDirectoryField victim=new PreferenceBrowsableDirectoryField(StringUserPreference.WORKING_PATH`userContext);" is 126.
.,org.pdfsam.ui.dashboard.preference,PreferenceBrowsableFileFieldTest,start,Long Statement,The length of the statement "PreferenceBrowsableFileField victim=new PreferenceBrowsableFileField(StringUserPreference.WORKING_PATH`FileType.PDF`OpenType.OPEN`userContext);" is 143.
.,org.pdfsam.ui.dashboard.preference,PreferenceIntTextFieldTest,start,Long Statement,The length of the statement "PreferenceIntTextField victim=new PreferenceIntTextField(IntUserPreference.THUMBNAILS_SIZE`userContext`Validators.positiveInteger());" is 133.
.,org.pdfsam.ui.dashboard.preference,PreferenceIntTextFieldTest,validValue,Magic Number,The method contains a magic number: 12
.,org.pdfsam.ui.dashboard.preference,PreferenceOutputPaneTest,start,Long Statement,The length of the statement "PreferenceRadioButton smartRadio=new PreferenceRadioButton(BooleanUserPreference.SMART_OUTPUT`"radio"`false`userContext);" is 121.
.,org.pdfsam.ui.dashboard.preference,PreferenceOutputPaneTest,start,Long Statement,The length of the statement "PreferenceCheckBox compressionEnabled=new PreferenceCheckBox(BooleanUserPreference.PDF_COMPRESSION_ENABLED`"compression"`true`userContext);" is 139.
.,org.pdfsam.ui.dashboard.preference,PreferencePaneTest,configOnStartup,Long Statement,The length of the statement "PreferenceComboBox<KeyStringValueItem<String>> startupModuleCombo=(PreferenceComboBox<KeyStringValueItem<String>>)victim.lookup("#startupModuleCombo");" is 151.
.,org.pdfsam.ui.dashboard.preference,PreferencePaneTest,configOnStartup,Long Statement,The length of the statement "assertEquals("/my/path"`((PreferenceBrowsableDirectoryField)victim.lookup("#workingDirectory")).getTextField().getText());" is 122.
.,org.pdfsam.ui.dashboard.preference,PreferencePaneTest,configOnStartup,Long Statement,The length of the statement "assertEquals(DefaultI18nContext.getInstance().i18n("Dashboard")`startupModuleCombo.getSelectionModel().getSelectedItem().getValue());" is 133.
.,org.pdfsam.ui.dashboard.preference,PreferenceRadioButtonTest,start,Long Statement,The length of the statement "Scene scene=new Scene(new HBox(new PreferenceRadioButton(BooleanUserPreference.SMART_OUTPUT`"select"`false`userContext)));" is 122.
.,org.pdfsam.ui.dashboard.preference,PreferenceSetterOnValidStateTest,changed,Long Statement,The length of the statement "PreferenceSetterOnValidState victim=new PreferenceSetterOnValidState(StringUserPreference.STARTUP_MODULE`new ValidableTextField("testText")`userContext);" is 153.
.,org.pdfsam.ui.dialog,AddSubdirectoriesConfirmationDialog,AddSubdirectoriesConfirmationDialog,Long Statement,The length of the statement "this.title(getInstance().i18n("Subdirectories")).messageTitle(getInstance().i18n("Subdirectories have been found")).messageContent(getInstance().i18n("Do you want to add PDF files found in subdirectories?"));" is 208.
.,org.pdfsam.ui.dialog,CreateOutputDirectoryConfirmationDialog,CreateOutputDirectoryConfirmationDialog,Long Statement,The length of the statement "super(styles`DialogStyle.QUESTION`DefaultI18nContext.getInstance().i18n("Yes")`DefaultI18nContext.getInstance().i18n("No"));" is 124.
.,org.pdfsam.ui.dialog,CreateOutputDirectoryConfirmationDialog,CreateOutputDirectoryConfirmationDialog,Long Statement,The length of the statement "this.title(DefaultI18nContext.getInstance().i18n("Non existing directory")).messageTitle(DefaultI18nContext.getInstance().i18n("The selected output directory does not exist")).messageContent(DefaultI18nContext.getInstance().i18n("Do you want to create it?"));" is 259.
.,org.pdfsam.ui.dialog,LenientExecutionConfirmationDialog,LenientExecutionConfirmationDialog,Long Statement,The length of the statement "super(styles`DialogStyle.QUESTION`DefaultI18nContext.getInstance().i18n("Yes")`DefaultI18nContext.getInstance().i18n("No"));" is 124.
.,org.pdfsam.ui.dialog,LenientExecutionConfirmationDialog,LenientExecutionConfirmationDialog,Long Statement,The length of the statement "this.title(DefaultI18nContext.getInstance().i18n("Task failed")).messageTitle(DefaultI18nContext.getInstance().i18n("PDFsam can try to overcome the failure")).messageContent(DefaultI18nContext.getInstance().i18n("It may result in PDF files with partial or missing data` proceed anyway?"));" is 289.
.,org.pdfsam.ui.dialog,OpenWithDialog,OpenWithDialog,Magic Number,The method contains a magic number: 150
.,org.pdfsam.ui.dialog,OpenWithDialog,initFor,Magic Number,The method contains a magic number: 0.7
.,org.pdfsam.ui.dialog,OpenWithDialog,initFor,Magic Number,The method contains a magic number: 0.7
.,org.pdfsam.ui.dialog,OverwriteConfirmationDialog,OverwriteConfirmationDialog,Long Statement,The length of the statement "super(styles`DialogStyle.WARNING`DefaultI18nContext.getInstance().i18n("Overwrite")`DefaultI18nContext.getInstance().i18n("Cancel"));" is 133.
.,org.pdfsam.ui.dialog,OverwriteDialogController,onDirectory,Long Statement,The length of the statement "if (!dialog.get().title(DefaultI18nContext.getInstance().i18n("Directory not empty")).messageTitle(DefaultI18nContext.getInstance().i18n("The selected directory is not empty")).messageContent(DefaultI18nContext.getInstance().i18n("Overwrite files with the same name as the generated ones?")).response()) {" is 305.
.,org.pdfsam.ui.dialog,OverwriteDialogController,onFile,Long Statement,The length of the statement "if (!dialog.get().title(DefaultI18nContext.getInstance().i18n("Overwrite confirmation")).messageTitle(DefaultI18nContext.getInstance().i18n("A file with the given name already exists")).messageContent(DefaultI18nContext.getInstance().i18n("Do you want to overwrite it?")).response()) {" is 285.
.,org.pdfsam.ui.dialog,CreateOutputDirectoryConfirmationDialogTest,contentIsShown,Long Statement,The length of the statement "assertTrue(lookup(DefaultI18nContext.getInstance().i18n("The selected output directory does not exist")).tryQuery().isPresent());" is 129.
.,org.pdfsam.ui.dialog,LenientExecutionConfirmationDialogTest,contentIsShown,Long Statement,The length of the statement "assertTrue(lookup(DefaultI18nContext.getInstance().i18n("PDFsam can try to overcome the failure")).tryQuery().isPresent());" is 123.
.,org.pdfsam.ui.dialog,LenientExecutionConfirmationDialogTest,contentIsShown,Long Statement,The length of the statement "assertTrue(lookup(DefaultI18nContext.getInstance().i18n("It may result in PDF files with partial or missing data` proceed anyway?")).tryQuery().isPresent());" is 157.
.,org.pdfsam.ui.dialog,LenientTaskExecutionDialogControllerTest,negativeNoLatestTest,Long Statement,The length of the statement "TaskExecutionFailedEvent failure=new TaskExecutionFailedEvent(new TaskNonLenientExecutionException(new IOException())`null);" is 124.
.,org.pdfsam.ui.dialog,LenientTaskExecutionDialogControllerTest,negativeNoTest,Long Statement,The length of the statement "TaskExecutionFailedEvent failure=new TaskExecutionFailedEvent(new TaskNonLenientExecutionException(new IOException())`null);" is 124.
.,org.pdfsam.ui.dialog,LenientTaskExecutionDialogControllerTest,positiveTest,Long Statement,The length of the statement "TaskExecutionFailedEvent failure=new TaskExecutionFailedEvent(new TaskNonLenientExecutionException(new IOException())`null);" is 124.
.,org.pdfsam.ui.dialog,OverwriteConfirmationDialogTest,start,Long Statement,The length of the statement "button.setOnAction(a -> overwrite=victim.title("Title").messageTitle("MessageTitle").messageContent("MessageContent").response());" is 130.
.,org.pdfsam.ui.dnd,MultipleFilesDropController,request,Complex Conditional,The conditional expression event.files.size() == 1 && !event.files.get(0).isDirectory() && (FileType.TXT.matches(event.files.get(0).getName()) || FileType.CSV.matches(event.files.get(0).getName())) is complex.
.,org.pdfsam.ui.dnd,MultipleFilesDropController,request,Long Statement,The length of the statement "if (event.files.size() == 1 && !event.files.get(0).isDirectory() && (FileType.TXT.matches(event.files.get(0).getName()) || FileType.CSV.matches(event.files.get(0).getName()))) {" is 177.
.,org.pdfsam.ui.dnd,MultipleFilesDropController,request,Long Statement,The length of the statement "getFiles(event.files).filter(f -> FileType.PDF.matches(f.getName())).map(PdfDocumentDescriptor::newDescriptorNoPassword).forEach(loadEvent::add);" is 145.
.,org.pdfsam.ui.dnd,MultipleFilesDropController,request,Long Statement,The length of the statement "eventStudio().broadcast(new AddNotificationRequestEvent(NotificationType.WARN`DefaultI18nContext.getInstance().i18n("Drag and drop PDF files or directories containing PDF files")`DefaultI18nContext.getInstance().i18n("No PDF found")));" is 235.
.,org.pdfsam.ui.dnd,SingleFileDropController,request,Long Statement,The length of the statement "event.files.stream().filter(f -> FileType.PDF.matches(f.getName())).filter(File::isFile).map(PdfDocumentDescriptor::newDescriptorNoPassword).findFirst().ifPresent(file -> {" is 172.
.,org.pdfsam.ui.info,BaseInfoTab,BaseInfoTab,Magic Number,The method contains a magic number: 25
.,org.pdfsam.ui.info,BaseInfoTab,BaseInfoTab,Magic Number,The method contains a magic number: 75
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 6
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 6
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 7
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 7
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 8
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 8
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 9
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 9
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.info,SummaryTab,SummaryTab,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.info,InfoStageTest,show,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.info,KeywordsTabTest,showRequest,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.info,KeywordsTabTest,showRequest,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.info,KeywordsTabTest,onLoad,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.info,KeywordsTabTest,onLoad,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.info,SummaryTabTest,showRequest,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.info,SummaryTabTest,onLoad,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.info,SummaryTabTest,fillDescriptor,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.info,SummaryTabTest,assertInfoIsDisplayed,Long Statement,The length of the statement "List<String> values=Arrays.asList("test.producer"`file.getAbsolutePath()`descriptor.getVersionString()`"2"`"test.creationDate"`"test.title"`"test.author"`"test.creator"`"test.subject"`FileUtils.byteCountToDisplaySize(file.length())`FORMATTER.format(file.lastModified()));" is 271.
.,org.pdfsam.ui.info,SummaryTabTest,assertInfoIsDisplayed,Long Statement,The length of the statement "listeners.forEach(l -> verify(l`timeout(2000).times(1)).changed(any(ObservableValue.class)`anyString()`argThat(isIn(values))));" is 127.
.,org.pdfsam.ui.info,SummaryTabTest,assertInfoIsDisplayed,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.log,LogListView,scrollToBottomIfShowing,Long Statement,The length of the statement "if (!getItems().isEmpty() && ofNullable(this.getScene()).map(Scene::getWindow).map(Window::isShowing).orElse(Boolean.TRUE)) {" is 125.
.,org.pdfsam.ui.log,LogPane,saveLog,Long Statement,The length of the statement "RememberingLatestFileChooserWrapper fileChooser=FileChoosers.getFileChooser(DefaultI18nContext.getInstance().i18n("Select where to save the log file")`FileType.LOG);" is 165.
.,org.pdfsam.ui.log,LogListViewTest,append,Magic Number,The method contains a magic number: 200
.,org.pdfsam.ui.log,LogListViewTest,append,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,append,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,append,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,append,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,appendSizeConstraint,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,appendSizeConstraint,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,appendSizeConstraint,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,appendSizeConstraint,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,appendSizeConstraint,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,maxNumberOfLogRowsChanged,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.log,LogListViewTest,maxNumberOfLogRowsChanged,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.log,LogListViewTest,maxNumberOfLogRowsChanged,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,maxNumberOfLogRowsChanged,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,maxNumberOfLogRowsChanged,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,maxNumberOfLogRowsChanged,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,maxNumberOfLogRowsChanged,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogListViewTest,maxNumberOfLogRowsChanged,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogMessageBroadcasterTest,eventOnError,Magic Number,The method contains a magic number: 1000
.,org.pdfsam.ui.log,LogPaneTest,context,Magic Number,The method contains a magic number: 200
.,org.pdfsam.ui.log,LogPaneTest,clear,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,LogPaneTest,copy,Long Statement,The length of the statement "WaitForAsyncUtils.waitForAsyncFx(2000`() -> assertTrue(Clipboard.getSystemClipboard().getString().contains("A message")));" is 122.
.,org.pdfsam.ui.log,LogPaneTest,copy,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.log,LogPaneTest,copy,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.log,LogPaneTest,selectAll,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.log,Config,context,Magic Number,The method contains a magic number: 200
.,org.pdfsam.ui.news,News,News,Long Statement,The length of the statement "Label labelDate=new Label(FORMATTER.format(data.getDate())`MaterialDesignIconFactory.get().createIcon(MaterialDesignIcon.CLOCK));" is 129.
.,org.pdfsam.ui.quickbar,ExpandButton,ExpandButton,Magic Number,The method contains a magic number: 7
.,org.pdfsam.ui.quickbar,ExpandButton,ExpandButton,Magic Number,The method contains a magic number: 7
.,org.pdfsam.ui.workarea,QuickbarModuleButtonsPaneTest,onSetCurrentModuleRequest,Long Statement,The length of the statement "assertTrue(buttons.stream().filter(ModuleButton::isSelected).allMatch(m -> m.moduleId().equals(DefaultPriorityTestModule.ID)));" is 127.
.,org.pdfsam.ui.workarea,QuickbarModuleButtonsPaneTest,onSetCurrentModuleRequest,Long Statement,The length of the statement "assertTrue(buttons.stream().filter(m -> !m.moduleId().equals(DefaultPriorityTestModule.ID)).noneMatch(ModuleButton::isSelected));" is 129.
.,org.pdfsam.i18n,DefaultI18nContext,refresh,Long Statement,The length of the statement "Optional.ofNullable(Locale.forLanguageTag(localeString)).filter(SUPPORTED_LOCALES::contains).ifPresent(Locale::setDefault);" is 123.
.,org.pdfsam.merge,MergeModule,settingPanel,Long Statement,The length of the statement "pane.getChildren().addAll(selectionPane`titledPane(DefaultI18nContext.getInstance().i18n("Merge settings")`mergeOptions)`titledPane(DefaultI18nContext.getInstance().i18n("Destination file")`destinationPane));" is 208.
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Long Statement,The length of the statement "blankIfOdd.setGraphic(helpIcon(i18n.i18n("Adds a blank page after each merged document if the document has an odd number of pages")));" is 134.
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Long Statement,The length of the statement "acroForms.getItems().add(keyValue(AcroFormPolicy.MERGE_RENAMING_EXISTING_FIELDS`i18n.i18n("Merge renaming existing fields")));" is 126.
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Long Statement,The length of the statement "outline.getItems().add(keyValue(OutlinePolicy.ONE_ENTRY_EACH_DOC`i18n.i18n("Create one entry for each merged document")));" is 122.
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Long Statement,The length of the statement "outline.getItems().add(keyValue(OutlinePolicy.RETAIN_AS_ONE_ENTRY`i18n.i18n("Retain bookmarks as one entry for each merged document")));" is 136.
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Magic Number,The method contains a magic number: 5
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.merge,MergeOptionsPane,MergeOptionsPane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.merge,MergeOptionsPane,saveStateTo,Long Statement,The length of the statement "data.put("outline"`Optional.ofNullable(outline.getSelectionModel().getSelectedItem()).map(i -> i.getKey().toString()).orElse(EMPTY));" is 133.
.,org.pdfsam.merge,MergeOptionsPane,saveStateTo,Long Statement,The length of the statement "data.put("acroForms"`Optional.ofNullable(acroForms.getSelectionModel().getSelectedItem()).map(i -> i.getKey().toString()).orElse(EMPTY));" is 137.
.,org.pdfsam.merge,MergeOptionsPane,saveStateTo,Long Statement,The length of the statement "data.put("toc"`Optional.ofNullable(toc.getSelectionModel().getSelectedItem()).map(i -> i.getKey().toString()).orElse(EMPTY));" is 125.
.,org.pdfsam.merge,MergeOptionsPane,restoreStateFrom,Long Statement,The length of the statement "Optional.ofNullable(data.get("outline")).map(OutlinePolicy::valueOf).map(r -> keyEmptyValue(r)).ifPresent(r -> this.outline.getSelectionModel().select(r));" is 155.
.,org.pdfsam.merge,MergeOptionsPane,restoreStateFrom,Long Statement,The length of the statement "Optional.ofNullable(data.get("acroForms")).map(AcroFormPolicy::valueOf).map(r -> keyEmptyValue(r)).ifPresent(r -> this.acroForms.getSelectionModel().select(r));" is 160.
.,org.pdfsam.merge,MergeOptionsPane,restoreStateFrom,Long Statement,The length of the statement "Optional.ofNullable(data.get("toc")).map(ToCPolicy::valueOf).map(r -> keyEmptyValue(r)).ifPresent(r -> this.toc.getSelectionModel().select(r));" is 143.
.,org.pdfsam.merge,MergeSelectionPane,MergeSelectionPane,Long Statement,The length of the statement "super(ownerModule`true`true`new SelectionTableColumn<?>[]{new LoadingColumn(ownerModule)`FileColumn.NAME`LongColumn.SIZE`IntColumn.PAGES`LongColumn.LAST_MODIFIED`new PageRangesColumn(DefaultI18nContext.getInstance().i18n("Double click to set pages you want to merge (ex: 2 or 5-23 or 2`5-7`12-)"))});" is 300.
.,org.pdfsam.merge,MergeSelectionPane,apply,Long Statement,The length of the statement "table().getItems().stream().filter(s -> !Objects.equals("0"`trim(s.pageSelection.get()))).map(i -> new PdfMergeInput(i.descriptor().toPdfFileSource()`i.toPageRangeSet())).forEach(builder::addInput);" is 198.
.,org.pdfsam.merge,MergeOptionsPaneTest,restoreStateFrom,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.merge,MergeOptionsPaneTest,reset,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.merge,MergeOptionsPaneTest,reset,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.merge,MergeSelectionPaneTest,notEmptyPageSelection,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateModule,settingPanel,Long Statement,The length of the statement "pane.getChildren().addAll(selectionPane`options`Views.titledPane(DefaultI18nContext.getInstance().i18n("Output settings")`destinationPane)`prefixTitled);" is 153.
.,org.pdfsam.rotate,RotateOptionsPane,RotateOptionsPane,Long Statement,The length of the statement "this.rotationType.getItems().add(keyValue(PredefinedSetOfPages.ALL_PAGES`DefaultI18nContext.getInstance().i18n("All pages")));" is 126.
.,org.pdfsam.rotate,RotateOptionsPane,RotateOptionsPane,Long Statement,The length of the statement "this.rotationType.getItems().add(keyValue(PredefinedSetOfPages.EVEN_PAGES`DefaultI18nContext.getInstance().i18n("Even pages")));" is 128.
.,org.pdfsam.rotate,RotateOptionsPane,RotateOptionsPane,Long Statement,The length of the statement "this.rotationType.getItems().add(keyValue(PredefinedSetOfPages.ODD_PAGES`DefaultI18nContext.getInstance().i18n("Odd pages")));" is 126.
.,org.pdfsam.rotate,RotateOptionsPane,RotateOptionsPane,Long Statement,The length of the statement "this.rotation.getItems().add(keyValue(Rotation.DEGREES_90`DefaultI18nContext.getInstance().i18n("90 degrees clockwise")));" is 122.
.,org.pdfsam.rotate,RotateOptionsPane,RotateOptionsPane,Long Statement,The length of the statement "this.rotation.getItems().add(keyValue(Rotation.DEGREES_180`DefaultI18nContext.getInstance().i18n("180 degrees clockwise")));" is 124.
.,org.pdfsam.rotate,RotateOptionsPane,RotateOptionsPane,Long Statement,The length of the statement "this.rotation.getItems().add(keyValue(Rotation.DEGREES_270`DefaultI18nContext.getInstance().i18n("90 degrees counterclockwise")));" is 130.
.,org.pdfsam.rotate,RotateOptionsPane,saveStateTo,Long Statement,The length of the statement "data.put("rotation"`Optional.ofNullable(rotation.getSelectionModel().getSelectedItem()).map(i -> i.getKey().toString()).orElse(EMPTY));" is 135.
.,org.pdfsam.rotate,RotateOptionsPane,saveStateTo,Long Statement,The length of the statement "data.put("rotationType"`Optional.ofNullable(rotationType.getSelectionModel().getSelectedItem()).map(i -> i.getKey().toString()).orElse(EMPTY));" is 143.
.,org.pdfsam.rotate,RotateOptionsPane,restoreStateFrom,Long Statement,The length of the statement "Optional.ofNullable(data.get("rotation")).map(Rotation::valueOf).map(r -> keyEmptyValue(r)).ifPresent(r -> this.rotation.getSelectionModel().select(r));" is 152.
.,org.pdfsam.rotate,RotateOptionsPane,restoreStateFrom,Long Statement,The length of the statement "Optional.ofNullable(data.get("rotationType")).map(PredefinedSetOfPages::valueOf).map(r -> keyEmptyValue(r)).ifPresent(r -> this.rotationType.getSelectionModel().select(r));" is 172.
.,org.pdfsam.rotate,RotateParametersBuilder,addInput,Complex Method,Cyclomatic complexity of the method is 10
.,org.pdfsam.rotate,RotateParametersBuilder,addInput,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateParametersBuilder,addInput,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateParametersBuilder,addInput,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateParametersBuilder,addInput,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateParametersBuilder,addInput,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateParametersBuilder,addInput,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateParametersBuilder,addInput,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateParametersBuilder,addInput,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateSelectionPane,RotateSelectionPane,Long Statement,The length of the statement "super(ownerModule`false`false`new SelectionTableColumn<?>[]{new LoadingColumn(ownerModule)`FileColumn.NAME`LongColumn.SIZE`IntColumn.PAGES`LongColumn.LAST_MODIFIED`new PageRangesColumn(DefaultI18nContext.getInstance().i18n("Double click to set pages you want to rotate (ex: 2 or 5-23 or 2`5-7`12-)"))});" is 303.
.,org.pdfsam.rotate,RotateSelectionPane,apply,Long Statement,The length of the statement "table().getItems().stream().filter(s -> !Objects.equals("0"`trim(s.pageSelection.get()))).forEach(i -> builder.addInput(i.descriptor().toPdfFileSource()`i.toPageRangeSet()));" is 174.
.,org.pdfsam.rotate,RotateOptionsPaneTest,restoreStateFrom,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.rotate,RotateOptionsPaneTest,reset,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.rotate,RotateOptionsPaneTest,reset,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.rotate,RotateParametersBuilderTest,buildDefaultSelection,Magic Number,The method contains a magic number: 3
.,org.pdfsam.rotate,RotateParametersBuilderTest,buildDefaultSelection,Magic Number,The method contains a magic number: 5
.,org.pdfsam.rotate,RotateParametersBuilderTest,buildRanges,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateParametersBuilderTest,buildRanges,Magic Number,The method contains a magic number: 5
.,org.pdfsam.rotate,RotateParametersBuilderTest,buildRanges,Magic Number,The method contains a magic number: 4
.,org.pdfsam.rotate,RotateParametersBuilderTest,buildRanges,Magic Number,The method contains a magic number: 5
.,org.pdfsam.rotate,RotateParametersBuilderTest,buildMultiple,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateParametersBuilderTest,buildMultiple,Magic Number,The method contains a magic number: 5
.,org.pdfsam.rotate,RotateParametersBuilderTest,buildMultiple,Magic Number,The method contains a magic number: 2
.,org.pdfsam.rotate,RotateSelectionPaneTest,notEmptyPageSelection,Magic Number,The method contains a magic number: 2
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButton,restoreStateFrom,Long Statement,The length of the statement "Optional.ofNullable(data.get("splitAfterPredefined.combo")).map(PredefinedSetOfPages::valueOf).map(KeyStringValueItem::keyEmptyValue).ifPresent(this.combo.getSelectionModel()::select);" is 184.
.,org.pdfsam.split,SplitModule,SplitModule,Long Statement,The length of the statement "this.selectionPane.setPromptText(DefaultI18nContext.getInstance().i18n("Select or drag and drop the PDF you want to split"));" is 125.
.,org.pdfsam.split,SplitModule,getBuilder,Long Statement,The length of the statement "Optional<SinglePdfSourceMultipleOutputParametersBuilder<? extends AbstractSplitByPageParameters>> builder=Optional.ofNullable(splitOptions.getBuilder(onError));" is 160.
